iter,cost
0,5.8043261358142075
1,5.8043261358142075
2,5.8043261358142075
3,5.744911031706723
4,5.229789429055666
5,5.229789429055666
6,5.229789429055666
7,5.229789429055666
8,5.229789429055666
9,5.226929404937049
10,5.226929404937049
11,5.226929404937049
12,5.092213279036859
13,5.092213279036859
14,5.127739601107695
15,5.127739601107695
16,5.204125686871312
17,5.175983979298492
18,5.205053703858624
19,5.205053703858624
20,5.0823092586428675
21,5.204066204846901
22,5.204066204846901
23,5.790081443462231
24,5.58352378313776
25,5.774196961019713
26,10.97691080495763
27,10.97691080495763
28,9.48243593482577
29,7.725864109968912
30,7.725864109968912
31,7.725864109968912
32,7.725864109968912
33,5.991477430288002
34,10.757919558230418
35,10.78013139206373
36,6.425297636060169
37,6.425297636060169
38,6.425297636060169
39,6.425297636060169
40,6.425297636060169
41,6.425297636060169
42,5.5674813544824575
43,5.5674813544824575
44,5.5674813544824575
45,5.5674813544824575
46,5.5674813544824575
47,5.5674813544824575
48,5.5674813544824575
49,5.5674813544824575
50,5.5674813544824575
51,5.5674813544824575
52,5.5674813544824575
53,5.5674813544824575
54,5.5674813544824575
55,5.5674813544824575
56,5.5674813544824575
57,5.5674813544824575
58,5.558695082652754
59,5.558695082652754
60,5.517140469994249
61,5.227923240302027
62,5.517140469994249
63,5.517140469994249
64,5.75337258588435
65,5.0823092586428675
66,5.0823092586428675
67,5.0823092586428675
68,5.069896770816584
69,5.854860935317786
70,5.854860935317786
71,5.854860935317786
72,6.229853259525734
73,6.147872573707412
74,6.147872573707412
75,6.147872573707412
76,6.034780131025251
77,6.034780131025251
78,6.034780131025251
79,5.091318655677476
80,5.091318655677476
81,5.091318655677476
82,5.091318655677476
83,6.034695188278941
84,6.034695188278941
85,6.034695188278941
86,6.034695188278941
87,5.6364726111208
88,5.129827985407216
89,5.129827985407216
90,5.6364726111208
91,5.6364726111208
92,5.4916673972320735
93,5.63583301976711
94,5.102738743545767
95,5.102738743545767
96,5.7901186027546645
97,5.895237993590907
98,5.895237993590907
99,5.20785813241104
100,5.20785813241104
101,5.20785813241104
102,5.20785813241104
103,5.325430993941113
104,5.791749793055687
105,5.794653901890091
106,5.328335144612393
107,5.328335144612393
108,5.25347150669786
109,5.25347150669786
110,5.403311883741278
111,5.403311883741278
112,5.403311883741278
113,5.069896770816584
114,5.069896770816584
115,5.1996808056537835
116,5.1996808056537835
117,5.854380642853636
118,5.854380642853636
119,5.854380642853636
120,5.854380642853636
121,5.854380642853636
122,5.408696274090035
123,5.119527624037586
124,5.408696274090035
125,5.408696274090035
126,5.2597112958774375
127,5.2597112958774375
128,5.2597112958774375
129,5.2597112958774375
130,4.970542645824989
131,4.970542645824989
132,4.9337251551644705
133,4.9337251551644705
134,4.9337251551644705
135,4.9337251551644705
136,4.9337251551644705
137,4.9337251551644705
138,4.764703034231412
139,4.8820023010498925
140,4.848284501057388
141,4.848284501057388
142,5.13745224153213
143,5.13745224153213
144,5.215290809477634
145,5.215290809477634
146,5.215290809477634
147,5.215290809477634
148,5.215290809477634
149,5.215290809477634
150,5.215290809477634
151,4.926122159425443
152,4.834124854683921
153,4.834124854683921
154,4.926122159425443
155,4.926122159425443
156,4.926122159425443
157,4.858634644305047
158,5.2980740532645125
159,5.2980740532645125
160,5.2980740532645125
161,5.299912922089115
162,5.147803916516941
163,5.147803916516941
164,5.186533212700594
165,5.186533212700594
166,5.275614712365499
167,5.275614712365499
168,5.267443474455597
169,5.267443474455597
170,5.267443474455597
171,5.267443474455597
172,5.327284934384736
173,5.224155043839254
174,4.950077655238107
175,4.950077655238107
176,4.950077655238107
177,4.950077655238107
178,4.950077655238107
179,4.955948691942271
180,4.955948691942271
181,4.955948691942271
182,5.750147162332276
183,4.764703034231412
184,4.764703034231412
185,4.764703034231412
186,4.764703034231412
187,4.764703034231412
188,6.942041884074868
189,6.942041884074868
190,6.942041884074868
191,6.942041884074868
192,6.942041884074868
193,6.942041884074868
194,7.067689853370478
195,7.022522963408905
196,7.022522963408905
197,7.157657562168518
198,7.157657562168518
199,6.48158232409425
200,6.90636160888166
201,6.871879972646387
202,6.997527949202089
203,6.895521709202594
204,8.461815045429132
205,6.895521709202594
206,6.895521709202594
207,7.021170911700088
208,7.021170911700088
209,7.021170911700088
210,6.895521760550357
211,6.859420052467529
212,8.12404066943088
213,6.977103043870644
214,6.956581009963592
215,8.519078425811633
216,8.519078494631515
217,8.519078494631515
218,8.519078494631515
219,8.519078494631515
220,6.365822075802768
221,6.43955443097708
222,6.43955443097708
223,6.410171808639657
224,6.410171808639657
225,6.410171808639657
226,6.405699304907045
227,6.405699304907045
228,4.764703034231412
229,4.954446055096147
230,4.764703034231412
231,7.121095582080784
232,6.146925399099174
233,6.146925399099174
234,6.146925399099174
235,6.146925399099174
236,6.146925399099174
237,7.036327585784777
238,7.036327585784777
239,7.822854153035312
240,9.061376440246299
241,7.822854153035312
242,7.861390886626189
243,7.861390886626189
244,7.716779080617071
245,7.716779080617071
246,7.695835790838926
247,5.580618385054466
248,5.580618385054466
249,5.580618385054466
250,5.148773884255817
